model_id,benchmark,source_a,source_b,score_a,score_b,delta,n_shot_a,n_shot_b,harness_a,harness_b,prompt_template_a,prompt_template_b
meta-llama/Llama-2-7b-hf,BoolQ,papers_2302.13971,papers_2403.08295,0.765,0.774,-0.009,0,unknown,lm-evaluation-harness,lm-evaluation-harness,,
mistralai/Mistral-7B-v0.1,MBPP,papers_2401.04088,papers_2412.15115,0.502,0.511,-0.009,3,unknown,lm-evaluation-harness,lm-evaluation-harness,,
mistralai/Mistral-7B-v0.1,MBPP,papers_2401.04088,papers_2407.10671,0.502,0.511,-0.009,3,unknown,lm-evaluation-harness,lm-evaluation-harness,,
meta-llama/Llama-2-7b-hf,PIQA,papers_2310.06825,papers_2403.08295,0.779,0.788,-0.009,unknown,unknown,lm-evaluation-harness,lm-evaluation-harness,,
tiiuae/falcon-7b,MMLU,papers_2309.05463,papers_2312.06550,0.269,0.2779,-0.0089,5,5,lm-evaluation-harness,lm-evaluation-harness,,
01-ai/Yi-1.5-34B,GPQA,hfopenllm_v2,papers_2412.15115,0.3658,0.374,-0.0082,0,0,lighteval,lm-evaluation-harness,lighteval/gpqa,
mistralai/Mistral-7B-v0.1,WinoGrande,papers_2408.00118,papers_2501.00656,0.785,0.777,0.008,5,5,lm-evaluation-harness,lm-evaluation-harness,,
mistralai/Mistral-7B-v0.1,PIQA,papers_2402.16819,papers_2408.00118,0.83,0.822,0.008,unknown,unknown,lm-evaluation-harness,lm-evaluation-harness,,
openai/GPT-Neo-2.7B,PIQA,papers_2309.05463,papers_2312.00752,0.729,0.721,0.008,unknown,0,lm-evaluation-harness,lm-evaluation-harness,,
mistralai/Mistral-7B-v0.1,PIQA,papers_2310.06825,papers_2408.00118,0.83,0.822,0.008,unknown,unknown,lm-evaluation-harness,lm-evaluation-harness,,
mistralai/Mistral-7B-v0.1,PIQA,papers_2310.06825,papers_2401.04088,0.83,0.822,0.008,unknown,unknown,lm-evaluation-harness,lm-evaluation-harness,,
mistralai/Mistral-7B-v0.1,PIQA,papers_2401.04088,papers_2402.16819,0.822,0.83,-0.008,unknown,unknown,lm-evaluation-harness,lm-evaluation-harness,,
meta-llama/Llama-2-7b-hf,MATH,papers_2403.08295,papers_2403.17297,0.025,0.033,-0.008,4,4,lm-evaluation-harness,opencompass,,
openai/text-davinci-002,NarrativeQA,helm_classic,helm_lite,0.727,0.719,0.008,,,helm,helm,,
Qwen/Qwen2-1.5B,BBH,hfopenllm_v2,papers_2412.15115,0.3575,0.365,-0.0075,3,3,lighteval,lm-evaluation-harness,lighteval/bbh,
meta-llama/Llama-2-7b-hf,MBPP,papers_2309.05463,papers_2312.06550,0.208,0.2009,0.0071,unknown,3,lm-evaluation-harness,lm-evaluation-harness,,
meta-llama/Llama-2-7b-hf,MBPP,papers_2312.06550,papers_2403.08295,0.2009,0.208,-0.0071,3,unknown,lm-evaluation-harness,lm-evaluation-harness,,
mistralai/Mistral-7B-v0.1,MMLU,papers_2412.15115,papers_2501.00656,0.642,0.635,0.007,5,5,lm-evaluation-harness,lm-evaluation-harness,,
openai/gpt-3.5-turbo,PIQA,papers_2302.13971,papers_2403.04652,0.81,0.817,-0.007,unknown,unknown,lm-evaluation-harness,lm-evaluation-harness,,
mistralai/Mistral-7B-v0.1,WinoGrande,papers_2407.10671,papers_2501.00656,0.784,0.777,0.007,unknown,5,lm-evaluation-harness,lm-evaluation-harness,,
mistralai/Mistral-7B-v0.1,MBPP,papers_2403.17297,papers_2405.19327,0.475,0.468,0.007,3,unknown,opencompass,lm-evaluation-harness,,
mistralai/Mixtral-8x7B-v0.1,WinoGrande,papers_2403.19887,papers_2407.10671,0.812,0.819,-0.007,unknown,unknown,lm-evaluation-harness,lm-evaluation-harness,,
tiiuae/falcon-7b,MMLU,papers_2307.09288,papers_2309.05463,0.262,0.269,-0.007,5,5,lm-evaluation-harness,lm-evaluation-harness,,
mistralai/Mistral-7B-v0.1,TriviaQA,papers_2403.08295,papers_2501.00656,0.796,0.803,-0.007,unknown,unknown,lm-evaluation-harness,lm-evaluation-harness,,
mistralai/Mistral-7B-v0.1,MMLU,papers_2407.10671,papers_2501.00656,0.642,0.635,0.007,5,5,lm-evaluation-harness,lm-evaluation-harness,,
mistralai/Mistral-7B-v0.1,WinoGrande,papers_2412.15115,papers_2501.00656,0.784,0.777,0.007,unknown,5,lm-evaluation-harness,lm-evaluation-harness,,
meta-llama/Llama-2-7b-hf,PIQA,papers_2403.08295,papers_2404.05892,0.788,0.781,0.007,unknown,unknown,lm-evaluation-harness,lm-evaluation-harness,,
unknown/SmolLM2-1.7B,MATH,papers_2501.00656,papers_2502.02737,0.203,0.21,-0.007,4,4,lm-evaluation-harness,lm-evaluation-harness,,
meta-llama/Meta-Llama-3-8B,GSM8K,papers_2407.10671,papers_2505.09388,0.56,0.553,0.007,8,8,lm-evaluation-harness,lm-evaluation-harness,,
mistralai/Mistral-7B-v0.1,MBPP,papers_2310.06825,papers_2405.19327,0.475,0.468,0.007,3,unknown,lm-evaluation-harness,lm-evaluation-harness,,
meta-llama/Meta-Llama-3-8B,BBH,papers_2210.11416,papers_2407.10671,0.584,0.577,0.007,unknown,3,unknown,lm-evaluation-harness,,
meta-llama/Meta-Llama-3-8B,BBH,papers_2210.11416,papers_2505.09388,0.584,0.577,0.007,unknown,3,unknown,lm-evaluation-harness,,
meta-llama/Llama-2-7b-hf,PIQA,papers_2309.05463,papers_2403.08295,0.781,0.788,-0.007,unknown,unknown,lm-evaluation-harness,lm-evaluation-harness,,
Qwen/Qwen2-1.5B,BBH,papers_2407.10671,papers_2412.15115,0.372,0.365,0.007,3,3,lm-evaluation-harness,lm-evaluation-harness,,
mistralai/Mistral-7B-v0.1,MMLU,papers_2310.06825,papers_2312.15166,0.601,0.6078,-0.0068,5,5,lm-evaluation-harness,lm-evaluation-harness,,
mistralai/Mistral-7B-v0.1,MMLU,papers_2312.15166,papers_2402.16819,0.6078,0.601,0.0068,5,5,lm-evaluation-harness,lm-evaluation-harness,,
Qwen/Qwen1.5-110B,GPQA,hfopenllm_v2,papers_2407.10671,0.3523,0.359,-0.0067,0,0,lighteval,lm-evaluation-harness,lighteval/gpqa,
mistralai/Mistral-7B-v0.1,MMLU,papers_2312.06550,papers_2501.00656,0.6416,0.635,0.0066,5,5,lm-evaluation-harness,lm-evaluation-harness,,
meta-llama/Llama-2-7b-hf,HellaSwag,papers_2310.06825,papers_2312.06550,0.771,0.7774,-0.0064,10,10,lm-evaluation-harness,lm-evaluation-harness,,
meta-llama/Llama-2-7b-hf,HellaSwag,papers_2312.06550,papers_2401.04088,0.7774,0.771,0.0064,10,10,lm-evaluation-harness,lm-evaluation-harness,,
mistralai/Mixtral-8x7B-v0.1,MMLU,papers_2312.15166,papers_2407.10671,0.7116,0.718,-0.0064,5,5,lm-evaluation-harness,lm-evaluation-harness,,
mistralai/Mixtral-8x7B-v0.1,MMLU,papers_2312.15166,papers_2403.17297,0.7116,0.718,-0.0064,5,5,lm-evaluation-harness,opencompass,,
mistralai/Mixtral-8x7B-v0.1,BBH,hfopenllm_v2,papers_2407.10671,0.50925,0.503,0.00625,3,3,lighteval,lm-evaluation-harness,lighteval/bbh,
meta-llama/Llama-2-7b-hf,PIQA,papers_2403.08295,papers_2405.19327,0.788,0.7818,0.0062,unknown,unknown,lm-evaluation-harness,lm-evaluation-harness,,
unknown/Mamba,PIQA,papers_2404.05892,papers_2501.00663,0.644,0.6379,0.0061,unknown,0,lm-evaluation-harness,lm-evaluation-harness,,
google/gemma-2b,MMLU,papers_2402.17834,papers_2407.10671,0.417,0.423,-0.006,5,5,lm-evaluation-harness,lm-evaluation-harness,,
mistralai/Mistral-7B-v0.1,HumanEval,papers_2403.17297,papers_2405.19327,0.274,0.28,-0.006,0,0,opencompass,lm-evaluation-harness,,
Qwen/Qwen2-0.5B,HumanEval,papers_2407.10671,papers_2412.15115,0.22,0.226,-0.006,0,0,lm-evaluation-harness,lm-evaluation-harness,,
meta-llama/Llama-2-13b-hf,WinoGrande,papers_2401.04088,papers_2403.17297,0.729,0.723,0.006,5,unknown,lm-evaluation-harness,opencompass,,
meta-llama/Llama-2-13b-hf,WinoGrande,papers_2310.06825,papers_2403.17297,0.729,0.723,0.006,5,unknown,lm-evaluation-harness,opencompass,,
meta-llama/Llama-2-7b-hf,MMLU,papers_2312.06550,papers_2401.04088,0.438,0.444,-0.006,5,5,lm-evaluation-harness,lm-evaluation-harness,,
mistralai/Mistral-7B-v0.1,HellaSwag,papers_2402.16819,papers_2403.08295,0.813,0.807,0.006,10,10,lm-evaluation-harness,lm-evaluation-harness,,
openai/gpt-3.5-turbo,HellaSwag,papers_2302.13971,papers_2403.04652,0.789,0.795,-0.006,10,10,lm-evaluation-harness,lm-evaluation-harness,,
meta-llama/Llama-2-7b-hf,MMLU,papers_2310.06825,papers_2312.06550,0.444,0.438,0.006,5,5,lm-evaluation-harness,lm-evaluation-harness,,
unknown/DS-Coder-6.7B-Instruct,MBPP,papers_2409.12186,papers_2411.04905,0.713,0.707,0.006,3,3,lm-evaluation-harness,lm-evaluation-harness,,
meta-llama/Llama-2-13b-hf,GSM8K,papers_2403.17297,papers_2501.00656,0.287,0.281,0.006,8,8,opencompass,lm-evaluation-harness,,
unknown/DS-Coder-V2-Lite-Instruct,MBPP,papers_2409.12186,papers_2411.04905,0.756,0.75,0.006,3,3,lm-evaluation-harness,lm-evaluation-harness,,
mistralai/Mistral-7B-v0.1,ARC-Challenge,papers_2310.06825,papers_2401.04088,0.555,0.549,0.006,25,25,lm-evaluation-harness,lm-evaluation-harness,,
meta-llama/Llama-2-7b-hf,MATH,papers_2310.06825,papers_2403.17297,0.039,0.033,0.006,unknown,4,lm-evaluation-harness,opencompass,,
meta-llama/Llama-2-7b-hf,HumanEval,papers_2309.16609,papers_2405.19327,0.128,0.134,-0.006,0,0,lm-evaluation-harness,lm-evaluation-harness,,
01-ai/Yi-Coder-1.5B-Chat,MBPP,papers_2409.12186,papers_2411.04905,0.64,0.634,0.006,3,3,lm-evaluation-harness,lm-evaluation-harness,,
Qwen/CodeQwen1.5-7B-Chat,MBPP,papers_2409.12186,papers_2411.04905,0.787,0.793,-0.006,3,3,lm-evaluation-harness,lm-evaluation-harness,,
meta-llama/Llama-2-7b-hf,HumanEval,papers_2403.08295,papers_2405.19327,0.128,0.134,-0.006,0,0,lm-evaluation-harness,lm-evaluation-harness,,
meta-llama/Llama-2-7b-hf,WinoGrande,papers_2302.13971,papers_2310.06825,0.701,0.695,0.006,5,5,lm-evaluation-harness,lm-evaluation-harness,,
meta-llama/Llama-2-7b-hf,WinoGrande,papers_2302.13971,papers_2401.04088,0.701,0.695,0.006,5,5,lm-evaluation-harness,lm-evaluation-harness,,
mistralai/Mistral-7B-v0.1,HellaSwag,papers_2310.06825,papers_2403.08295,0.813,0.807,0.006,10,10,lm-evaluation-harness,lm-evaluation-harness,,
meta-llama/Llama-2-7b-hf,WinoGrande,papers_2302.13971,papers_2403.17297,0.701,0.695,0.006,5,unknown,lm-evaluation-harness,opencompass,,
meta-llama/Llama-2-7b-hf,MATH,papers_2401.04088,papers_2403.17297,0.039,0.033,0.006,unknown,4,lm-evaluation-harness,opencompass,,
mistralai/Mistral-7B-v0.1,BBH,papers_2403.17297,papers_2412.15115,0.567,0.561,0.006,3,3,opencompass,lm-evaluation-harness,,
meta-llama/Llama-2-7b-hf,HumanEval,papers_2309.05463,papers_2405.19327,0.128,0.134,-0.006,0,0,lm-evaluation-harness,lm-evaluation-harness,,
Qwen/Qwen2-1.5B,MMLU,papers_2407.10671,papers_2412.15115,0.565,0.559,0.006,5,5,lm-evaluation-harness,lm-evaluation-harness,,
mistralai/Mistral-7B-v0.1,BBH,papers_2403.17297,papers_2407.10671,0.567,0.561,0.006,3,3,opencompass,lm-evaluation-harness,,
mistralai/Mistral-7B-v0.1,ARC-Challenge,papers_2401.04088,papers_2402.16819,0.549,0.555,-0.006,25,25,lm-evaluation-harness,lm-evaluation-harness,,
mistralai/Mixtral-8x7B-v0.1,PIQA,papers_2401.04088,papers_2403.19887,0.836,0.83,0.006,unknown,unknown,lm-evaluation-harness,lm-evaluation-harness,,
tiiuae/falcon-7b,MMLU,papers_2312.06550,papers_2407.14885,0.2779,0.2837,-0.0058,5,5,lm-evaluation-harness,lm-evaluation-harness,,
unknown/Mamba,HellaSwag,papers_2404.05892,papers_2501.00663,0.353,0.3588,-0.0058,10,10,lm-evaluation-harness,lm-evaluation-harness,,
meta-llama/Llama-2-7b-hf,WinoGrande,papers_2302.13971,papers_2405.19327,0.701,0.6953,0.0057,5,5,lm-evaluation-harness,lm-evaluation-harness,,
mistralai/Mixtral-8x7B-v0.1,MMLU,papers_2312.15166,papers_2401.04088,0.7116,0.706,0.0056,5,5,lm-evaluation-harness,lm-evaluation-harness,,
openai/gpt-4,MATH,papers_2406.12793,papers_2412.15115,0.529,0.5236,0.0054,4,4,lm-evaluation-harness,lm-evaluation-harness,,
openai/gpt-4,MATH,papers_2406.12793,papers_2505.09388,0.529,0.5236,0.0054,4,4,lm-evaluation-harness,lm-evaluation-harness,,
meta-llama/Llama-2-7b-hf,HellaSwag,papers_2312.06550,papers_2403.08295,0.7774,0.772,0.0054,10,10,lm-evaluation-harness,lm-evaluation-harness,,
mistralai/Mistral-7B-v0.1,MMLU,papers_2405.19327,papers_2501.00656,0.6404,0.635,0.0054,5,5,lm-evaluation-harness,lm-evaluation-harness,,
mistralai/Mixtral-8x7B-v0.1,WinoGrande,papers_2312.15166,papers_2407.10671,0.8137,0.819,-0.0053,5,unknown,lm-evaluation-harness,lm-evaluation-harness,,
mistralai/Mistral-7B-v0.1,WinoGrande,papers_2312.15166,papers_2501.00656,0.7719,0.777,-0.0051,5,5,lm-evaluation-harness,lm-evaluation-harness,,
google/Gemma2-27B,MMLU,papers_2412.15115,papers_2505.09388,0.752,0.757,-0.005,5,5,lm-evaluation-harness,lm-evaluation-harness,,
Qwen/Qwen2-1.5B,GPQA,papers_2412.15115,papers_2505.09388,0.207,0.212,-0.005,0,0,lm-evaluation-harness,lm-evaluation-harness,,
mistralai/Mistral-7B-v0.1,MMLU,papers_2403.17297,papers_2501.00656,0.64,0.635,0.005,5,5,opencompass,lm-evaluation-harness,,
meta-llama/Llama-2-7b-hf,BoolQ,papers_2309.05463,papers_2403.08295,0.779,0.774,0.005,0,unknown,lm-evaluation-harness,lm-evaluation-harness,,
meta-llama/Llama-2-7b-hf,MATH,papers_2302.13971,papers_2405.04324,0.029,0.024,0.005,unknown,4,lm-evaluation-harness,lm-evaluation-harness,,
mistralai/Mistral-7B-v0.1,ARC-Easy,papers_2401.04088,papers_2402.16819,0.805,0.8,0.005,unknown,unknown,lm-evaluation-harness,lm-evaluation-harness,,
Qwen/Qwen2-0.5B,MATH,papers_2407.10671,papers_2412.15115,0.107,0.112,-0.005,4,4,lm-evaluation-harness,lm-evaluation-harness,,
mistralai/Mistral-7B-v0.1,ARC-Easy,papers_2310.06825,papers_2401.04088,0.8,0.805,-0.005,unknown,unknown,lm-evaluation-harness,lm-evaluation-harness,,
meta-llama/Llama-2-7b-hf,MATH,papers_2309.16609,papers_2405.04324,0.029,0.024,0.005,unknown,4,lm-evaluation-harness,lm-evaluation-harness,,
Qwen/Qwen2-72B,GSM8K,papers_2409.12122,papers_2412.15115,0.895,0.89,0.005,8,8,lm-evaluation-harness,lm-evaluation-harness,,
Qwen/Qwen2-7B,HellaSwag,papers_2402.16819,papers_2407.10671,0.802,0.807,-0.005,10,unknown,lm-evaluation-harness,lm-evaluation-harness,,
mistralai/Mistral-7B-v0.1,ARC-Challenge,papers_2407.10671,papers_2408.00118,0.6,0.605,-0.005,unknown,25,lm-evaluation-harness,lm-evaluation-harness,,
Qwen/Qwen2-7B,HellaSwag,papers_2402.16819,papers_2412.15115,0.802,0.807,-0.005,10,unknown,lm-evaluation-harness,lm-evaluation-harness,,
Qwen/Qwen2-0.5B,ARC-Challenge,papers_2407.10671,papers_2412.15115,0.315,0.31,0.005,unknown,unknown,lm-evaluation-harness,lm-evaluation-harness,,
mistralai/Mistral-7B-v0.1,ARC-Challenge,papers_2408.00118,papers_2412.15115,0.605,0.6,0.005,25,unknown,lm-evaluation-harness,lm-evaluation-harness,,
mistralai/Mistral-7B-v0.1,ARC-Easy,papers_2310.06825,papers_2408.00118,0.8,0.805,-0.005,unknown,unknown,lm-evaluation-harness,lm-evaluation-harness,,
Qwen/Qwen2-72B,GSM8K,papers_2407.10671,papers_2412.15115,0.895,0.89,0.005,8,8,lm-evaluation-harness,lm-evaluation-harness,,
Qwen/Qwen2-72B,GPQA,papers_2407.10671,papers_2412.15115,0.379,0.374,0.005,0,0,lm-evaluation-harness,lm-evaluation-harness,,
unknown/DS-Coder-6.7B-Instruct,LiveCodeBench,papers_2409.12186,papers_2411.04905,0.656,0.661,-0.005,unknown,unknown,lm-evaluation-harness,lm-evaluation-harness,,
mistralai/Mistral-7B-v0.1,ARC-Easy,papers_2402.16819,papers_2408.00118,0.8,0.805,-0.005,unknown,unknown,lm-evaluation-harness,lm-evaluation-harness,,
mistralai/Mistral-7B-v0.1,GSM8K,papers_2408.00118,papers_2501.00656,0.396,0.401,-0.005,8,8,lm-evaluation-harness,lm-evaluation-harness,,
Qwen/Qwen2.5-Plus,MMLU-Pro,papers_2412.15115,papers_2505.09388,0.64,0.6352,0.0048,unknown,unknown,lm-evaluation-harness,lm-evaluation-harness,,
meta-llama/LLaMA-7B,MMLU,papers_2306.05685,papers_2312.06550,0.352,0.3567,-0.0047,5,5,fastchat,lm-evaluation-harness,,
EleutherAI/Pythia-6.9B,WinoGrande,papers_2312.00752,papers_2405.19327,0.613,0.6085,0.0045,5,5,lm-evaluation-harness,lm-evaluation-harness,,
mistralai/Mistral-7B-v0.1,GSM8K,papers_2312.15166,papers_2408.00118,0.4003,0.396,0.0043,8,8,lm-evaluation-harness,lm-evaluation-harness,,
meta-llama/Llama-2-7b-hf,WinoGrande,papers_2309.05463,papers_2405.19327,0.691,0.6953,-0.0043,5,5,lm-evaluation-harness,lm-evaluation-harness,,
tiiuae/falcon-7b,MMLU,helm_lite,papers_2407.14885,0.288,0.2837,0.0043,,5,helm,lm-evaluation-harness,,
mistralai/Mistral-7B-v0.1,MATH,papers_2310.06825,papers_2408.00118,0.131,0.127,0.004,unknown,4,lm-evaluation-harness,lm-evaluation-harness,,
mistralai/Mistral-7B-v0.1,MATH,papers_2401.04088,papers_2407.10671,0.127,0.131,-0.004,unknown,4,lm-evaluation-harness,lm-evaluation-harness,,
meta-llama/Llama-2-7b-hf,WinoGrande,papers_2309.05463,papers_2310.06825,0.691,0.695,-0.004,5,5,lm-evaluation-harness,lm-evaluation-harness,,
Qwen/Qwen2-1.5B,HellaSwag,papers_2407.10671,papers_2412.15115,0.666,0.67,-0.004,unknown,unknown,lm-evaluation-harness,lm-evaluation-harness,,
meta-llama/Llama-2-7b-hf,MATH,papers_2309.16609,papers_2403.17297,0.029,0.033,-0.004,unknown,4,lm-evaluation-harness,opencompass,,
meta-llama/Llama-2-7b-hf,MATH,papers_2309.16609,papers_2403.08295,0.029,0.025,0.004,unknown,4,lm-evaluation-harness,lm-evaluation-harness,,
meta-llama/Llama-2-7b-hf,MATH,papers_2302.13971,papers_2403.08295,0.029,0.025,0.004,unknown,4,lm-evaluation-harness,lm-evaluation-harness,,
meta-llama/Llama-2-7b-hf,WinoGrande,papers_2309.05463,papers_2403.17297,0.691,0.695,-0.004,5,unknown,lm-evaluation-harness,opencompass,,
meta-llama/Llama-2-7b-hf,WinoGrande,papers_2309.05463,papers_2401.04088,0.691,0.695,-0.004,5,5,lm-evaluation-harness,lm-evaluation-harness,,
openai/text-davinci-003,NarrativeQA,helm_classic,helm_lite,0.727,0.731,-0.004,,,helm,helm,,
meta-llama/Llama-2-7b-hf,MATH,papers_2302.13971,papers_2403.17297,0.029,0.033,-0.004,unknown,4,lm-evaluation-harness,opencompass,,
mistralai/Mistral-7B-v0.1,MATH,papers_2407.10671,papers_2408.00118,0.131,0.127,0.004,4,4,lm-evaluation-harness,lm-evaluation-harness,,
mistralai/Mistral-7B-v0.1,MATH,papers_2310.06825,papers_2401.04088,0.131,0.127,0.004,unknown,unknown,lm-evaluation-harness,lm-evaluation-harness,,
Qwen/Qwen2.5-Plus,MMLU,papers_2412.15115,papers_2505.09388,0.854,0.8502,0.0038,5,5,lm-evaluation-harness,lm-evaluation-harness,,
meta-llama/Llama-2-7b-hf,HumanEval,papers_2312.06550,papers_2405.19327,0.1305,0.134,-0.0035,0,0,lm-evaluation-harness,lm-evaluation-harness,,
Qwen/Qwen2-7B,GPQA,hfopenllm_v2,papers_2412.15115,0.3045,0.308,-0.0035,0,0,lighteval,lm-evaluation-harness,lighteval/gpqa,
openai/gpt-4,ARC-Challenge,papers_2311.11045,papers_2403.04652,0.9326,0.936,-0.0034,25,25,lm-evaluation-harness,lm-evaluation-harness,,
meta-llama/Llama-2-7b-hf,WinoGrande,papers_2403.08295,papers_2405.19327,0.692,0.6953,-0.0033,5,5,lm-evaluation-harness,lm-evaluation-harness,,
EleutherAI/Pythia-6.9B,PIQA,papers_2312.00752,papers_2405.19327,0.752,0.7552,-0.0032,0,unknown,lm-evaluation-harness,lm-evaluation-harness,,
mistralai/Mistral-7B-v0.1,HellaSwag,papers_2312.06550,papers_2408.00118,0.8331,0.83,0.0031,10,10,lm-evaluation-harness,lm-evaluation-harness,,
mistralai/Mistral-7B-v0.1,HellaSwag,papers_2408.00118,papers_2412.15115,0.83,0.833,-0.003,10,unknown,lm-evaluation-harness,lm-evaluation-harness,,
meta-llama/Meta-Llama-3-8B,MMLU,papers_2406.11704,papers_2408.00118,0.795,0.792,0.003,5,5,lm-evaluation-harness,lm-evaluation-harness,,
mistralai/Mistral-7B-v0.1,HellaSwag,papers_2401.04088,papers_2403.08295,0.81,0.807,0.003,10,10,lm-evaluation-harness,lm-evaluation-harness,,
mistralai/Mistral-7B-v0.1,HellaSwag,papers_2402.16819,papers_2404.05892,0.813,0.81,0.003,10,10,lm-evaluation-harness,lm-evaluation-harness,,
meta-llama/Llama-2-7b-hf,GSM8K,papers_2309.05463,papers_2402.19173,0.146,0.149,-0.003,unknown,unknown,lm-evaluation-harness,bigcode-evaluation-harness,,
Qwen/Qwen2-0.5B,MMLU-Pro,papers_2412.15115,papers_2505.09388,0.147,0.144,0.003,unknown,unknown,lm-evaluation-harness,lm-evaluation-harness,,
01-ai/Yi-Coder-9B-Chat,LiveCodeBench,papers_2409.12186,papers_2411.04905,0.69,0.693,-0.003,unknown,unknown,lm-evaluation-harness,lm-evaluation-harness,,
Qwen/Qwen2-7B,MMLU,papers_2409.12122,papers_2505.09388,0.676,0.673,0.003,5,5,lm-evaluation-harness,lm-evaluation-harness,,
mistralai/Mistral-7B-v0.1,HellaSwag,papers_2403.08295,papers_2404.05892,0.807,0.81,-0.003,10,10,lm-evaluation-harness,lm-evaluation-harness,,
Qwen/Qwen2-7B,BBH,papers_2407.10671,papers_2412.15115,0.626,0.623,0.003,3,3,lm-evaluation-harness,lm-evaluation-harness,,
Qwen/Qwen2-7B,GSM8K,papers_2407.10671,papers_2412.15115,0.799,0.802,-0.003,8,8,lm-evaluation-harness,lm-evaluation-harness,,
google/gemma-7b,MMLU,papers_2402.16819,papers_2407.10671,0.643,0.646,-0.003,5,5,lm-evaluation-harness,lm-evaluation-harness,,
Qwen/Qwen2-7B,GSM8K,papers_2409.12122,papers_2412.15115,0.799,0.802,-0.003,8,8,lm-evaluation-harness,lm-evaluation-harness,,
mistralai/Mistral-7B-v0.1,HellaSwag,papers_2401.04088,papers_2402.16819,0.81,0.813,-0.003,10,10,lm-evaluation-harness,lm-evaluation-harness,,
meta-llama/Llama-2-7b-hf,WinoGrande,papers_2403.08295,papers_2403.17297,0.692,0.695,-0.003,5,unknown,lm-evaluation-harness,opencompass,,
Qwen/Qwen2-0.5B,MMLU-Pro,papers_2407.10671,papers_2505.09388,0.147,0.144,0.003,unknown,unknown,lm-evaluation-harness,lm-evaluation-harness,,
meta-llama/Llama-2-7b-hf,MBPP,papers_2403.17297,papers_2405.19327,0.288,0.291,-0.003,3,unknown,opencompass,lm-evaluation-harness,,
mistralai/Mistral-7B-v0.1,HellaSwag,papers_2310.06825,papers_2401.04088,0.813,0.81,0.003,10,10,lm-evaluation-harness,lm-evaluation-harness,,
mistralai/Mistral-7B-v0.1,HellaSwag,papers_2310.06825,papers_2404.05892,0.813,0.81,0.003,10,10,lm-evaluation-harness,lm-evaluation-harness,,
Qwen/Qwen2-72B,HellaSwag,papers_2407.10671,papers_2412.15115,0.876,0.873,0.003,unknown,unknown,lm-evaluation-harness,lm-evaluation-harness,,
meta-llama/Llama-2-7b-hf,WinoGrande,papers_2401.04088,papers_2403.08295,0.695,0.692,0.003,5,5,lm-evaluation-harness,lm-evaluation-harness,,
facebook/OPT-1.3B,ARC-Easy,papers_2309.05463,papers_2312.00752,0.57,0.567,0.003,unknown,unknown,lm-evaluation-harness,lm-evaluation-harness,,
meta-llama/Llama-2-7b-hf,WinoGrande,papers_2310.06825,papers_2403.08295,0.695,0.692,0.003,5,5,lm-evaluation-harness,lm-evaluation-harness,,
meta-llama/Llama-2-7b-hf,GSM8K,papers_2402.19173,papers_2403.08295,0.149,0.146,0.003,unknown,11,bigcode-evaluation-harness,lm-evaluation-harness,,
meta-llama/Llama-2-7b-hf,PIQA,papers_2401.04088,papers_2405.19327,0.779,0.7818,-0.0028,unknown,unknown,lm-evaluation-harness,lm-evaluation-harness,,
meta-llama/Llama-2-7b-hf,PIQA,papers_2310.06825,papers_2405.19327,0.779,0.7818,-0.0028,unknown,unknown,lm-evaluation-harness,lm-evaluation-harness,,
unknown/Mamba,ARC-Challenge,papers_2404.05892,papers_2501.00663,0.243,0.2456,-0.0026,25,25,lm-evaluation-harness,lm-evaluation-harness,,
meta-llama/Llama-2-7b-hf,HumanEval,papers_2312.06550,papers_2403.08295,0.1305,0.128,0.0025,0,0,lm-evaluation-harness,lm-evaluation-harness,,
meta-llama/Llama-2-7b-hf,HumanEval,papers_2309.05463,papers_2312.06550,0.128,0.1305,-0.0025,0,0,lm-evaluation-harness,lm-evaluation-harness,,
